222	Murillo	1	229	False	1	INSERT INTO Apellidos Values (222,'Murillo',1,229,False,1)	";"
223	Pozo	1	229	False	1	INSERT INTO Apellidos Values (223,'Pozo',1,229,False,1)	";"
224	Cuenca	1	228	False	1	INSERT INTO Apellidos Values (224,'Cuenca',1,228,False,1)	";"
225	Martos	1	228	False	1	INSERT INTO Apellidos Values (225,'Martos',1,228,False,1)	";"
226	Chen	1	226	False	1	INSERT INTO Apellidos Values (226,'Chen',1,226,False,1)	";"
227	Quesada	1	223	False	1	INSERT INTO Apellidos Values (227,'Quesada',1,223,False,1)	";"
228	Barroso	1	222	False	1	INSERT INTO Apellidos Values (228,'Barroso',1,222,False,1)	";"
229	Barrera	1	221	False	1	INSERT INTO Apellidos Values (229,'Barrera',1,221,False,1)	";"
230	De La Torre	1	221	True	1	INSERT INTO Apellidos Values (230,'De La Torre',1,221,True,1)	";"
231	Marco	1	220	False	1	INSERT INTO Apellidos Values (231,'Marco',1,220,False,1)	";"
232	Ros	1	220	False	1	INSERT INTO Apellidos Values (232,'Ros',1,220,False,1)	";"
233	Ordoñez	1	219	False	1	INSERT INTO Apellidos Values (233,'Ordoñez',1,219,False,1)	";"
234	Alba	1	216	False	1	INSERT INTO Apellidos Values (234,'Alba',1,216,False,1)	";"
235	Cabello	1	215	False	1	INSERT INTO Apellidos Values (235,'Cabello',1,215,False,1)	";"
236	Pulido	1	215	False	1	INSERT INTO Apellidos Values (236,'Pulido',1,215,False,1)	";"
237	Gimeno	1	215	False	1	INSERT INTO Apellidos Values (237,'Gimeno',1,215,False,1)	";"
238	Corral	1	214	False	1	INSERT INTO Apellidos Values (238,'Corral',1,214,False,1)	";"
239	Navas	1	214	False	1	INSERT INTO Apellidos Values (239,'Navas',1,214,False,1)	";"
240	Amador	1	213	False	1	INSERT INTO Apellidos Values (240,'Amador',1,213,False,1)	";"
241	Arenas	1	213	False	1	INSERT INTO Apellidos Values (241,'Arenas',1,213,False,1)	";"
242	Rojo	1	212	False	1	INSERT INTO Apellidos Values (242,'Rojo',1,212,False,1)	";"
243	Aguado	1	212	False	1	INSERT INTO Apellidos Values (243,'Aguado',1,212,False,1)	";"
